datum;Hotelkategorie;Anzahl Logiernächte;Anzahl verfügbare Zimmer;Anzahl belegte Zimmer;Jahr;Monat;Tag
2017-06-20;4- und 5-Stern;1611;1493;1467;2017;6;20
2017-06-20;1- und 2-Stern;712;737;549;2017;6;20
2017-06-20;Übrige;487;360;307;2017;6;20
2017-06-19;3-Stern;1741;1673;1474;2017;6;19
2017-06-18;3-Stern;1339;1673;1041;2017;6;18
2017-06-18;1- und 2-Stern;561;737;385;2017;6;18
2017-06-17;1- und 2-Stern;816;737;520;2017;6;17
2017-06-15;3-Stern;1949;1673;1508;2017;6;15
2017-06-15;Übrige;530;363;309;2017;6;15
2017-06-14;3-Stern;2069;1673;1639;2017;6;14
2017-06-12;4- und 5-Stern;2226;1717;1680;2017;6;12
2017-06-11;3-Stern;1414;1673;1122;2017;6;11
2017-06-10;4- und 5-Stern;1304;1717;851;2017;6;10
2017-06-09;4- und 5-Stern;1176;1717;801;2017;6;9
2017-06-08;4- und 5-Stern;1644;1717;1380;2017;6;8
2017-06-08;Übrige;488;363;279;2017;6;8
2017-06-07;4- und 5-Stern;1714;1717;1524;2017;6;7
2017-06-07;3-Stern;1698;1673;1414;2017;6;7
2017-06-07;1- und 2-Stern;574;737;433;2017;6;7
2017-06-07;Übrige;351;363;269;2017;6;7
2017-06-06;3-Stern;1372;1673;1159;2017;6;6
2017-06-05;4- und 5-Stern;951;1717;785;2017;6;5
2017-06-05;3-Stern;896;1673;703;2017;6;5
2017-06-04;3-Stern;921;1673;555;2017;6;4
2017-06-03;4- und 5-Stern;1128;1717;643;2017;6;3
2017-06-03;3-Stern;1497;1673;838;2017;6;3
2017-06-03;Übrige;456;363;213;2017;6;3
2017-06-02;4- und 5-Stern;1182;1717;781;2017;6;2
2017-05-31;1- und 2-Stern;428;737;324;2017;5;31
2017-05-31;Übrige;314;342;228;2017;5;31
2017-05-29;4- und 5-Stern;1139;1717;981;2017;5;29
2017-05-29;3-Stern;1130;1684;997;2017;5;29
2017-05-23;Übrige;424;342;217;2017;5;23
2017-05-22;4- und 5-Stern;1271;1717;1096;2017;5;22
2017-05-22;Übrige;385;342;209;2017;5;22
2017-05-20;1- und 2-Stern;581;737;344;2017;5;20
2017-05-20;Übrige;512;342;252;2017;5;20
2017-05-19;4- und 5-Stern;1613;1717;1133;2017;5;19
2017-05-17;4- und 5-Stern;1906;1717;1705;2017;5;17
2017-05-17;Übrige;496;342;256;2017;5;17
2017-05-16;1- und 2-Stern;701;737;545;2017;5;16
2017-05-15;3-Stern;1614;1684;1396;2017;5;15
2017-05-14;4- und 5-Stern;1120;1717;902;2017;5;14
2017-05-14;1- und 2-Stern;404;737;250;2017;5;14
2017-05-13;4- und 5-Stern;1542;1717;963;2017;5;13
2017-05-13;1- und 2-Stern;595;737;352;2017;5;13
2017-05-13;Übrige;445;342;231;2017;5;13
2017-05-12;3-Stern;1549;1684;1040;2017;5;12
2017-05-12;1- und 2-Stern;518;737;326;2017;5;12
2017-05-11;4- und 5-Stern;1513;1717;1228;2017;5;11
2017-05-11;3-Stern;1482;1684;1220;2017;5;11
2017-05-11;1- und 2-Stern;471;737;319;2017;5;11
2017-05-09;1- und 2-Stern;578;737;432;2017;5;9
2017-05-07;4- und 5-Stern;1061;1717;868;2017;5;7
2017-05-06;4- und 5-Stern;1953;1717;1388;2017;5;6
2017-05-06;3-Stern;1729;1684;1122;2017;5;6
2017-05-06;Übrige;500;342;248;2017;5;6
2017-05-05;1- und 2-Stern;924;737;606;2017;5;5
2017-05-05;Übrige;389;342;255;2017;5;5
2017-05-04;4- und 5-Stern;2153;1717;1689;2017;5;4
2017-05-04;Übrige;481;342;280;2017;5;4
2017-05-02;4- und 5-Stern;1576;1717;1337;2017;5;2
2017-05-02;3-Stern;1250;1684;1049;2017;5;2
2017-05-02;1- und 2-Stern;616;737;433;2017;5;2
2017-04-30;3-Stern;1315;1684;799;2017;4;30
2017-04-30;Übrige;403;342;180;2017;4;30
2017-04-29;4- und 5-Stern;1749;1717;997;2017;4;29
2017-04-27;4- und 5-Stern;1387;1717;1195;2017;4;27
2017-04-27;Übrige;468;342;229;2017;4;27
2017-04-25;3-Stern;1502;1684;1350;2017;4;25
2017-04-24;4- und 5-Stern;1627;1717;1465;2017;4;24
2017-04-24;3-Stern;1215;1684;1094;2017;4;24
2017-04-23;4- und 5-Stern;1012;1717;824;2017;4;23
2017-04-23;Übrige;168;342;83;2017;4;23
2017-04-21;4- und 5-Stern;1028;1717;687;2017;4;21
2017-04-21;1- und 2-Stern;431;753;240;2017;4;21
2017-04-20;1- und 2-Stern;419;753;251;2017;4;20
2017-04-20;Übrige;399;342;206;2017;4;20
2017-04-19;3-Stern;1128;1658;870;2017;4;19
2017-04-19;Übrige;472;342;233;2017;4;19
2017-04-16;Übrige;270;342;118;2017;4;16
2017-04-15;1- und 2-Stern;513;663;259;2017;4;15
2017-04-14;1- und 2-Stern;545;744;285;2017;4;14
2017-04-13;1- und 2-Stern;384;744;210;2017;4;13
2017-04-13;Übrige;260;342;122;2017;4;13
2017-04-12;3-Stern;961;1658;692;2017;4;12
2017-04-12;Übrige;312;342;170;2017;4;12
2017-04-11;4- und 5-Stern;1088;1717;947;2017;4;11
2017-04-11;3-Stern;1164;1658;898;2017;4;11
2017-04-10;3-Stern;1127;1658;866;2017;4;10
2017-04-10;Übrige;334;342;203;2017;4;10
2017-04-07;4- und 5-Stern;1225;1717;831;2017;4;7
2017-04-06;4- und 5-Stern;1334;1717;1167;2017;4;6
2017-04-06;3-Stern;1339;1684;1156;2017;4;6
2017-04-05;4- und 5-Stern;1631;1717;1515;2017;4;5
2017-04-05;1- und 2-Stern;661;753;486;2017;4;5
2017-04-04;4- und 5-Stern;1830;1717;1689;2017;4;4
2017-04-04;3-Stern;1767;1684;1560;2017;4;4
2017-04-03;4- und 5-Stern;1698;1717;1513;2017;4;3
2017-04-03;1- und 2-Stern;633;753;472;2017;4;3
2017-04-03;Übrige;468;342;260;2017;4;3
2017-04-02;4- und 5-Stern;955;1717;783;2017;4;2
2017-04-01;Übrige;320;342;194;2017;4;1
2017-03-31;Übrige;283;342;135;2017;3;31
2017-03-28;1- und 2-Stern;823;753;647;2017;3;28
2017-03-26;4- und 5-Stern;1811;1717;1590;2017;3;26
2017-03-26;3-Stern;1886;1684;1557;2017;3;26
2017-03-25;Übrige;504;342;317;2017;3;25
2017-03-24;Übrige;484;342;315;2017;3;24
2017-03-23;4- und 5-Stern;1853;1717;1655;2017;3;23
2017-03-23;1- und 2-Stern;883;753;684;2017;3;23
2017-03-22;3-Stern;1836;1684;1624;2017;3;22
2017-03-22;1- und 2-Stern;818;753;662;2017;3;22
2017-03-21;4- und 5-Stern;1667;1717;1606;2017;3;21
2017-03-21;3-Stern;1644;1684;1503;2017;3;21
2017-03-21;1- und 2-Stern;674;753;526;2017;3;21
2017-03-20;Übrige;311;342;201;2017;3;20
2017-03-19;4- und 5-Stern;921;1717;791;2017;3;19
2017-03-19;3-Stern;987;1684;816;2017;3;19
2017-03-17;4- und 5-Stern;1166;1717;880;2017;3;17
2017-03-17;Übrige;485;342;233;2017;3;17
2017-03-16;Übrige;406;342;230;2017;3;16
2017-03-15;1- und 2-Stern;782;753;595;2017;3;15
2017-03-14;3-Stern;1883;1684;1649;2017;3;14
2017-03-14;1- und 2-Stern;788;753;582;2017;3;14
2017-03-13;4- und 5-Stern;1738;1717;1647;2017;3;13
2017-03-13;3-Stern;1718;1684;1498;2017;3;13
2017-03-13;1- und 2-Stern;718;753;527;2017;3;13
2017-03-11;4- und 5-Stern;970;1717;625;2017;3;11
2017-03-11;1- und 2-Stern;523;753;338;2017;3;11
2017-03-11;Übrige;315;342;182;2017;3;11
2017-03-10;4- und 5-Stern;760;1717;530;2017;3;10
2017-03-10;1- und 2-Stern;464;753;302;2017;3;10
2017-03-09;1- und 2-Stern;477;753;343;2017;3;9
2017-03-09;Übrige;307;342;224;2017;3;9
2017-03-08;3-Stern;1603;1664;1206;2017;3;8
2017-03-06;3-Stern;2043;1664;1385;2017;3;6
2017-03-05;4- und 5-Stern;2380;1717;1482;2017;3;5
2017-03-05;1- und 2-Stern;989;753;559;2017;3;5
2017-03-05;Übrige;534;342;267;2017;3;5
2017-03-04;Übrige;306;342;161;2017;3;4
2017-03-03;1- und 2-Stern;482;753;311;2017;3;3
2017-03-02;Übrige;265;342;169;2017;3;2
2017-03-01;4- und 5-Stern;1227;1717;1159;2017;3;1
2017-03-01;3-Stern;1267;1478;1121;2017;3;1
2017-02-28;4- und 5-Stern;1502;1717;1415;2017;2;28
2017-02-28;1- und 2-Stern;500;753;384;2017;2;28
2017-02-27;4- und 5-Stern;1421;1717;1323;2017;2;27
2017-02-27;1- und 2-Stern;466;753;346;2017;2;27
2017-02-27;Übrige;252;326;193;2017;2;27
2017-02-26;1- und 2-Stern;332;753;209;2017;2;26
2017-02-26;Übrige;235;326;118;2017;2;26
2017-02-23;4- und 5-Stern;985;1717;887;2017;2;23
2017-02-23;1- und 2-Stern;448;753;350;2017;2;23
2017-02-22;3-Stern;1262;1496;1112;2017;2;22
2017-02-21;4- und 5-Stern;1262;1717;1185;2017;2;21
2017-02-19;4- und 5-Stern;639;1717;540;2017;2;19
2017-02-18;3-Stern;1045;1496;651;2017;2;18
2017-02-18;Übrige;336;326;184;2017;2;18
2017-02-17;3-Stern;1073;1496;769;2017;2;17
2017-02-17;1- und 2-Stern;662;753;412;2017;2;17
2017-02-16;3-Stern;1257;1496;1136;2017;2;16
2017-02-16;Übrige;245;326;160;2017;2;16
2017-02-15;1- und 2-Stern;666;753;494;2017;2;15
2017-02-12;Übrige;134;326;87;2017;2;12
2017-02-10;3-Stern;850;1496;600;2017;2;10
2017-02-10;1- und 2-Stern;519;753;297;2017;2;10
2017-02-09;4- und 5-Stern;1021;1717;923;2017;2;9
2017-02-09;Übrige;182;326;138;2017;2;9
2017-02-07;1- und 2-Stern;448;753;358;2017;2;7
2017-02-06;3-Stern;1117;1496;1007;2017;2;6
2017-02-06;Übrige;242;326;178;2017;2;6
2017-02-05;4- und 5-Stern;648;1717;550;2017;2;5
2017-02-05;Übrige;119;326;83;2017;2;5
2017-02-03;3-Stern;772;1496;570;2017;2;3
2017-02-03;Übrige;221;326;129;2017;2;3
2017-02-01;Übrige;200;326;167;2017;2;1
2017-01-31;3-Stern;1343;1493;1213;2017;1;31
2017-01-31;Übrige;279;338;211;2017;1;31
2017-01-30;3-Stern;1213;1493;1095;2017;1;30
2017-01-30;Übrige;238;338;164;2017;1;30
2017-01-27;1- und 2-Stern;378;734;207;2017;1;27
2017-01-25;3-Stern;1184;1493;1116;2017;1;25
2017-01-23;4- und 5-Stern;1311;1717;1253;2017;1;23
2017-01-23;3-Stern;1074;1493;1021;2017;1;23
2017-01-23;Übrige;254;338;192;2017;1;23
2017-01-22;4- und 5-Stern;649;1717;561;2017;1;22
2017-01-22;Übrige;166;338;106;2017;1;22
2017-01-21;1- und 2-Stern;356;734;200;2017;1;21
2017-01-18;3-Stern;1073;1493;1009;2017;1;18
2017-01-17;1- und 2-Stern;365;734;317;2017;1;17
2017-01-16;1- und 2-Stern;381;734;270;2017;1;16
2017-01-15;3-Stern;508;1442;429;2017;1;15
2017-01-13;3-Stern;656;1442;468;2017;1;13
2017-01-09;1- und 2-Stern;359;734;268;2017;1;9
2017-01-07;1- und 2-Stern;274;672;160;2017;1;7
2017-01-04;4- und 5-Stern;704;1654;530;2017;1;4
2017-01-04;1- und 2-Stern;280;672;197;2017;1;4
2016-12-30;4- und 5-Stern;1541;1553;887;2016;12;30
2016-12-30;Übrige;210;239;114;2016;12;30
2016-12-29;4- und 5-Stern;1306;1553;729;2016;12;29
2016-12-28;3-Stern;875;1051;478;2016;12;28
2016-12-26;3-Stern;607;971;352;2016;12;26
2016-12-25;4- und 5-Stern;566;1553;330;2016;12;25
2016-12-24;4- und 5-Stern;624;1553;374;2016;12;24
2016-12-23;3-Stern;540;1186;297;2016;12;23
2016-12-19;1- und 2-Stern;334;734;231;2016;12;19
2016-12-18;4- und 5-Stern;697;1639;454;2016;12;18
2016-12-18;3-Stern;783;1497;492;2016;12;18
2016-12-16;4- und 5-Stern;1262;1717;804;2016;12;16
2016-12-16;Übrige;220;281;179;2016;12;16
2016-12-15;3-Stern;1135;1497;956;2016;12;15
2016-12-15;Übrige;215;281;174;2016;12;15
2016-12-14;4- und 5-Stern;1622;1717;1441;2016;12;14
2016-12-14;3-Stern;1340;1497;1169;2016;12;14
2016-12-14;Übrige;210;281;175;2016;12;14
2016-12-13;3-Stern;1351;1497;1214;2016;12;13
2016-12-12;1- und 2-Stern;436;734;307;2016;12;12
2016-12-12;Übrige;194;281;161;2016;12;12
2016-12-11;3-Stern;972;1497;678;2016;12;11
2016-12-11;Übrige;162;281;114;2016;12;11
2016-12-10;4- und 5-Stern;2401;1717;1449;2016;12;10
2016-12-10;Übrige;267;281;147;2016;12;10
2016-12-09;Übrige;278;281;180;2016;12;9
2016-12-08;4- und 5-Stern;1724;1717;1393;2016;12;8
2016-12-08;Übrige;253;281;184;2016;12;8
2016-12-06;1- und 2-Stern;875;734;626;2016;12;6
2016-12-06;Übrige;289;281;205;2016;12;6
2016-12-05;1- und 2-Stern;635;734;461;2016;12;5
2016-12-03;1- und 2-Stern;779;734;425;2016;12;3
2016-12-02;3-Stern;1586;1497;1068;2016;12;2
2016-12-02;Übrige;238;281;137;2016;12;2
2016-12-01;Übrige;239;281;152;2016;12;1
2016-11-30;Übrige;205;284;164;2016;11;30
2016-11-29;3-Stern;1405;1497;1293;2016;11;29
2016-11-28;4- und 5-Stern;1368;1717;1269;2016;11;28
2016-11-27;Übrige;136;284;93;2016;11;27
2016-11-25;1- und 2-Stern;498;725;307;2016;11;25
2016-11-24;3-Stern;1031;1497;854;2016;11;24
2016-11-24;1- und 2-Stern;362;725;257;2016;11;24
2016-11-23;4- und 5-Stern;1371;1717;1256;2016;11;23
2016-11-21;1- und 2-Stern;375;725;298;2016;11;21
2016-11-19;4- und 5-Stern;997;1717;617;2016;11;19
2016-11-19;Übrige;261;284;158;2016;11;19
2016-11-18;3-Stern;1234;1497;929;2016;11;18
2016-11-17;4- und 5-Stern;1703;1717;1521;2016;11;17
2016-11-17;3-Stern;1484;1497;1372;2016;11;17
2016-11-17;Übrige;206;284;165;2016;11;17
2016-11-16;4- und 5-Stern;1816;1717;1708;2016;11;16
2016-11-16;1- und 2-Stern;857;725;686;2016;11;16
2016-11-15;4- und 5-Stern;1830;1717;1711;2016;11;15
2016-11-15;1- und 2-Stern;769;725;662;2016;11;15
2016-11-15;Übrige;260;284;222;2016;11;15
2016-11-14;3-Stern;1518;1497;1416;2016;11;14
2016-11-14;1- und 2-Stern;661;725;548;2016;11;14
2016-11-14;Übrige;211;284;174;2016;11;14
2016-11-13;3-Stern;907;1497;767;2016;11;13
2016-11-13;1- und 2-Stern;476;725;305;2016;11;13
2016-11-12;4- und 5-Stern;1608;1717;1003;2016;11;12
2016-11-10;1- und 2-Stern;698;725;425;2016;11;10
2016-11-09;3-Stern;1293;1497;1206;2016;11;9
2016-11-09;Übrige;229;284;195;2016;11;9
2016-11-08;4- und 5-Stern;1504;1717;1424;2016;11;8
2016-11-06;3-Stern;892;1497;737;2016;11;6
2016-11-06;1- und 2-Stern;331;725;213;2016;11;6
2016-11-06;Übrige;141;284;98;2016;11;6
2016-11-05;3-Stern;1444;1497;940;2016;11;5
2016-11-04;4- und 5-Stern;1838;1717;1255;2016;11;4
2016-11-03;Übrige;274;284;199;2016;11;3
2016-11-01;4- und 5-Stern;1562;1717;1373;2016;11;1
2016-11-01;1- und 2-Stern;574;725;399;2016;11;1
2016-10-31;4- und 5-Stern;1321;1717;1091;2016;10;31
2016-10-31;1- und 2-Stern;586;725;400;2016;10;31
2016-10-31;Übrige;285;284;182;2016;10;31
2016-10-30;Übrige;252;284;136;2016;10;30
2016-10-28;Übrige;245;284;154;2016;10;28
2016-10-27;3-Stern;1408;1498;1131;2016;10;27
2016-10-27;Übrige;219;284;161;2016;10;27
2016-10-26;4- und 5-Stern;1841;1717;1571;2016;10;26
2016-10-26;Übrige;260;284;189;2016;10;26
2016-10-25;4- und 5-Stern;1896;1717;1693;2016;10;25
2016-10-25;Übrige;273;284;203;2016;10;25
2016-10-24;Übrige;267;284;199;2016;10;24
2016-10-22;3-Stern;1316;1498;803;2016;10;22
2016-10-22;1- und 2-Stern;495;725;295;2016;10;22
2016-10-22;Übrige;219;284;134;2016;10;22
2016-10-21;4- und 5-Stern;1370;1717;981;2016;10;21
2016-10-21;3-Stern;1070;1498;734;2016;10;21
2016-10-21;1- und 2-Stern;474;725;280;2016;10;21
2016-10-21;Übrige;241;284;157;2016;10;21
2016-10-18;4- und 5-Stern;1562;1717;1416;2016;10;18
2016-10-18;1- und 2-Stern;575;725;382;2016;10;18
2016-10-17;1- und 2-Stern;487;725;328;2016;10;17
2016-10-17;Übrige;204;284;146;2016;10;17
2016-10-15;3-Stern;1141;1498;700;2016;10;15
2016-10-15;1- und 2-Stern;534;725;267;2016;10;15
2016-10-15;Übrige;205;284;117;2016;10;15
2016-10-14;4- und 5-Stern;1350;1717;979;2016;10;14
2016-10-14;3-Stern;1244;1498;932;2016;10;14
2016-10-13;4- und 5-Stern;1567;1717;1300;2016;10;13
2016-10-13;3-Stern;1306;1498;1122;2016;10;13
2016-10-13;Übrige;212;284;158;2016;10;13
2016-10-12;1- und 2-Stern;515;725;376;2016;10;12
2016-10-11;4- und 5-Stern;1701;1717;1515;2016;10;11
2016-10-09;1- und 2-Stern;378;725;216;2016;10;9
2016-10-06;3-Stern;1293;1498;1077;2016;10;6
2016-10-06;Übrige;210;284;131;2016;10;6
2016-10-05;Übrige;167;284;119;2016;10;5
2016-10-04;3-Stern;1416;1498;1246;2016;10;4
2016-10-02;4- und 5-Stern;1100;1717;841;2016;10;2
2016-10-02;3-Stern;975;1498;725;2016;10;2
2016-10-02;Übrige;149;284;89;2016;10;2
2016-10-01;Übrige;258;284;138;2016;10;1
2016-09-29;4- und 5-Stern;1518;1717;1271;2016;9;29
2016-09-29;Übrige;219;284;165;2016;9;29
2016-09-28;3-Stern;1402;1497;1267;2016;9;28
2016-09-28;Übrige;243;284;190;2016;9;28
2016-09-27;4- und 5-Stern;1750;1717;1569;2016;9;27
2016-09-27;Übrige;240;284;197;2016;9;27
2016-09-26;1- und 2-Stern;446;725;328;2016;9;26
2016-09-25;3-Stern;890;1497;684;2016;9;25
2016-09-24;3-Stern;1442;1480;904;2016;9;24
2016-09-23;3-Stern;1202;1497;846;2016;9;23
2016-09-23;1- und 2-Stern;449;725;274;2016;9;23
2016-09-23;Übrige;197;284;126;2016;9;23
2016-09-21;3-Stern;1563;1497;1439;2016;9;21
2016-09-20;3-Stern;1552;1497;1443;2016;9;20
2016-09-20;Übrige;222;284;167;2016;9;20
2016-09-18;3-Stern;944;1497;696;2016;9;18
2016-09-17;1- und 2-Stern;564;725;314;2016;9;17
2016-09-16;3-Stern;1484;1497;1132;2016;9;16
2016-09-16;Übrige;219;281;156;2016;9;16
2016-09-14;4- und 5-Stern;1884;1717;1678;2016;9;14
2016-09-14;3-Stern;1492;1497;1321;2016;9;14
2016-09-14;1- und 2-Stern;610;725;450;2016;9;14
2016-09-13;1- und 2-Stern;561;725;411;2016;9;13
2016-09-12;1- und 2-Stern;482;725;343;2016;9;12
2016-09-11;4- und 5-Stern;1321;1717;1020;2016;9;11
2016-09-11;3-Stern;915;1497;658;2016;9;11
2016-09-11;Übrige;157;281;89;2016;9;11
2016-09-09;4- und 5-Stern;1658;1717;1163;2016;9;9
2016-09-09;3-Stern;1360;1497;940;2016;9;9
2016-09-09;1- und 2-Stern;668;725;424;2016;9;9
2016-09-08;1- und 2-Stern;523;725;384;2016;9;8
2016-09-06;3-Stern;1663;1497;1414;2016;9;6
2016-09-06;Übrige;218;281;167;2016;9;6
2016-09-05;4- und 5-Stern;1695;1717;1473;2016;9;5
2016-09-05;3-Stern;1529;1497;1299;2016;9;5
2016-09-03;3-Stern;1336;1444;870;2016;9;3
2016-09-02;4- und 5-Stern;1276;1717;866;2016;9;2
2016-09-01;4- und 5-Stern;1356;1717;1123;2016;9;1
2016-09-01;1- und 2-Stern;450;725;321;2016;9;1
2016-09-01;Übrige;208;281;144;2016;9;1
2016-08-31;1- und 2-Stern;561;725;392;2016;8;31
2016-08-30;Übrige;206;284;146;2016;8;30
2016-08-29;1- und 2-Stern;572;725;401;2016;8;29
2016-08-28;1- und 2-Stern;495;725;320;2016;8;28
2016-08-27;4- und 5-Stern;1373;1717;815;2016;8;27
2016-08-27;3-Stern;1196;1445;719;2016;8;27
2016-08-26;4- und 5-Stern;1287;1717;831;2016;8;26
2016-08-25;3-Stern;1066;1445;796;2016;8;25
2016-08-25;1- und 2-Stern;449;725;294;2016;8;25
2016-08-24;Übrige;236;284;179;2016;8;24
2016-08-23;3-Stern;1563;1445;1289;2016;8;23
2016-08-23;Übrige;224;284;171;2016;8;23
2016-08-22;1- und 2-Stern;643;725;462;2016;8;22
2016-08-22;Übrige;223;284;163;2016;8;22
2016-08-21;4- und 5-Stern;855;1717;635;2016;8;21
2016-08-21;3-Stern;753;1445;493;2016;8;21
2016-08-21;Übrige;109;284;76;2016;8;21
2016-08-20;1- und 2-Stern;732;725;395;2016;8;20
2016-08-20;Übrige;209;284;111;2016;8;20
2016-08-19;3-Stern;1121;1445;647;2016;8;19
2016-08-18;4- und 5-Stern;1370;1717;1000;2016;8;18
2016-08-18;Übrige;235;284;153;2016;8;18
2016-08-17;Übrige;230;281;158;2016;8;17
2016-08-16;1- und 2-Stern;546;725;373;2016;8;16
2016-08-15;4- und 5-Stern;1218;1717;897;2016;8;15
2016-08-15;1- und 2-Stern;511;725;323;2016;8;15
2018-09-03;1- und 2-Stern;583;709;423;2018;9;3
2018-09-02;4- und 5-Stern;1026;1645;719;2018;9;2
2018-09-02;3-Stern;1068;1664;829;2018;9;2
2018-09-01;1- und 2-Stern;778;709;456;2018;9;1
2018-08-31;4- und 5-Stern;1251;1645;767;2018;8;31
2018-08-30;4- und 5-Stern;1369;1645;1033;2018;8;30
2018-08-27;4- und 5-Stern;2251;1645;1626;2018;8;27
2018-08-27;Übrige;493;343;304;2018;8;27
2018-08-26;3-Stern;2109;1673;1554;2018;8;26
2018-08-26;1- und 2-Stern;765;709;475;2018;8;26
2018-08-25;Übrige;541;343;301;2018;8;25
2018-08-24;1- und 2-Stern;856;709;525;2018;8;24
2018-08-24;Übrige;501;343;276;2018;8;24
2018-08-22;1- und 2-Stern;640;709;428;2018;8;22
2018-08-22;Übrige;390;343;237;2018;8;22
2018-08-21;Übrige;358;343;246;2018;8;21
2018-08-20;Übrige;388;343;244;2018;8;20
2018-08-19;3-Stern;1118;1673;703;2018;8;19
2018-08-18;3-Stern;1670;1673;933;2018;8;18
2018-08-16;3-Stern;1496;1673;980;2018;8;16
2018-08-15;4- und 5-Stern;1575;1645;1206;2018;8;15
2018-08-15;Übrige;401;343;233;2018;8;15
2018-08-14;4- und 5-Stern;1628;1645;1218;2018;8;14
2018-08-14;Übrige;447;343;266;2018;8;14
2018-08-13;4- und 5-Stern;1550;1645;1127;2018;8;13
2018-08-13;1- und 2-Stern;682;709;444;2018;8;13
2018-08-12;4- und 5-Stern;1278;1645;758;2018;8;12
2018-08-11;Übrige;484;343;226;2018;8;11
2018-08-10;3-Stern;1635;1649;953;2018;8;10
2018-08-09;4- und 5-Stern;1529;1645;1001;2018;8;9
2018-08-09;1- und 2-Stern;589;709;392;2018;8;9
2018-08-08;4- und 5-Stern;1411;1645;1058;2018;8;8
2018-08-08;3-Stern;1475;1649;1118;2018;8;8
2018-08-06;4- und 5-Stern;1306;1645;995;2018;8;6
2018-08-04;3-Stern;1509;1649;782;2018;8;4
2018-08-04;Übrige;398;343;183;2018;8;4
2018-08-03;4- und 5-Stern;1312;1630;750;2018;8;3
2018-08-03;3-Stern;1556;1623;803;2018;8;3
2018-08-01;4- und 5-Stern;1293;1630;823;2018;8;1
2018-08-01;Übrige;205;343;128;2018;8;1
2018-07-31;Übrige;267;346;137;2018;7;31
2018-07-30;4- und 5-Stern;1130;1630;758;2018;7;30
2018-07-30;3-Stern;1469;1623;935;2018;7;30
2018-07-30;1- und 2-Stern;521;709;338;2018;7;30
2018-07-29;4- und 5-Stern;1106;1630;642;2018;7;29
2018-07-29;1- und 2-Stern;464;709;280;2018;7;29
2018-07-28;1- und 2-Stern;830;709;429;2018;7;28
2018-07-26;Übrige;320;346;185;2018;7;26
2018-07-25;4- und 5-Stern;1659;1645;1212;2018;7;25
2018-07-25;1- und 2-Stern;708;709;467;2018;7;25
2018-07-25;Übrige;364;346;215;2018;7;25
2018-07-24;1- und 2-Stern;724;709;470;2018;7;24
2018-07-24;Übrige;391;346;226;2018;7;24
2018-07-22;4- und 5-Stern;1518;1645;934;2018;7;22
2018-07-21;4- und 5-Stern;2635;1645;1510;2018;7;21
2018-07-21;1- und 2-Stern;877;709;482;2018;7;21
2018-07-20;1- und 2-Stern;749;709;416;2018;7;20
2018-07-18;Übrige;391;346;234;2018;7;18
2018-07-17;3-Stern;2048;1649;1376;2018;7;17
2018-07-15;1- und 2-Stern;362;709;248;2018;7;15
2018-07-14;Übrige;427;343;223;2018;7;14
2018-07-13;1- und 2-Stern;705;709;425;2018;7;13
2018-07-12;3-Stern;1327;1649;932;2018;7;12
2018-07-12;1- und 2-Stern;512;709;335;2018;7;12
2018-07-11;3-Stern;1373;1649;1076;2018;7;11
2018-07-10;3-Stern;1383;1649;1055;2018;7;10
2018-07-08;4- und 5-Stern;1200;1645;802;2018;7;8
2018-07-08;3-Stern;890;1649;582;2018;7;8
2018-07-08;Übrige;270;343;155;2018;7;8
2018-07-07;4- und 5-Stern;1175;1645;699;2018;7;7
2018-07-06;1- und 2-Stern;606;709;316;2018;7;6
2018-07-05;4- und 5-Stern;1279;1645;938;2018;7;5
2018-07-04;4- und 5-Stern;1435;1645;1164;2018;7;4
2018-07-03;Übrige;454;343;239;2018;7;3
2018-07-01;3-Stern;1178;1649;894;2018;7;1
2018-06-30;4- und 5-Stern;1287;1645;726;2018;6;30
2018-06-30;3-Stern;1531;1649;926;2018;6;30
2018-06-29;3-Stern;1409;1649;885;2018;6;29
2018-06-29;Übrige;286;346;152;2018;6;29
2018-06-28;1- und 2-Stern;529;754;375;2018;6;28
2018-06-26;4- und 5-Stern;1946;1645;1639;2018;6;26
2018-06-26;1- und 2-Stern;883;754;563;2018;6;26
2018-06-25;3-Stern;1737;1673;1479;2018;6;25
2018-06-25;1- und 2-Stern;687;754;456;2018;6;25
2018-06-24;1- und 2-Stern;468;754;294;2018;6;24
2018-06-24;Übrige;262;346;157;2018;6;24
2018-06-23;4- und 5-Stern;1493;1645;1000;2018;6;23
2018-06-22;4- und 5-Stern;1399;1645;965;2018;6;22
2018-06-22;3-Stern;1518;1673;996;2018;6;22
2018-06-22;Übrige;369;346;206;2018;6;22
2018-06-19;4- und 5-Stern;1855;1645;1640;2018;6;19
2018-06-19;1- und 2-Stern;800;754;607;2018;6;19
2018-06-18;4- und 5-Stern;1857;1645;1589;2018;6;18
2018-06-18;Übrige;499;346;301;2018;6;18
2018-06-13;4- und 5-Stern;2284;1717;1713;2018;6;13
2018-06-13;3-Stern;2061;1673;1645;2018;6;13
2018-06-11;1- und 2-Stern;839;754;624;2018;6;11
2018-06-10;1- und 2-Stern;605;754;436;2018;6;10
2018-06-09;4- und 5-Stern;1552;1717;993;2018;6;9
2018-06-09;1- und 2-Stern;836;754;510;2018;6;9
2018-06-08;3-Stern;1524;1673;1081;2018;6;8
2018-06-07;4- und 5-Stern;1692;1717;1388;2018;6;7
2018-06-07;Übrige;483;346;260;2018;6;7
